provider,model_id,name,context_length,prompt_cost,completion_cost,created,description
OpenRouter,morph/morph-v3-fast,Morph: Morph V3 Fast,81920,0.0000008,0.0000012,1751910002,"Morph's fastest apply model for code edits. ~10,500 tokens/sec with 96% accuracy for rapid code tran"
OpenRouter,baidu/ernie-4.5-vl-424b-a47b,Baidu: ERNIE 4.5 VL 424B A47B ,123000,0.000000336,0.000001,1751300903,"ERNIE-4.5-VL-424B-A47B is a multimodal Mixture-of-Experts (MoE) model from Baidu’s ERNIE 4.5 series,"
OpenRouter,baidu/ernie-4.5-300b-a47b,Baidu: ERNIE 4.5 300B A47B ,123000,0.000000224,0.00000088,1751300139,ERNIE-4.5-300B-A47B is a 300B parameter Mixture-of-Experts (MoE) language model developed by Baidu a
OpenRouter,thedrummer/anubis-70b-v1.1,TheDrummer: Anubis 70B V1.1,131072,0.00000075,0.000001,1751208347,"TheDrummer's Anubis v1.1 is an unaligned, creative Llama 3.3 70B model focused on providing characte"
OpenRouter,inception/mercury,Inception: Mercury,128000,0.00000025,0.000001,1750973026,Mercury is the first diffusion large language model (dLLM). Applying a breakthrough discrete diffusi
OpenRouter,mistralai/mistral-small-3.2-24b-instruct,Mistral: Mistral Small 3.2 24B,131072,0.00000006,0.00000018,1750443016,Mistral-Small-3.2-24B-Instruct-2506 is an updated 24B parameter model from Mistral optimized for ins
OpenRouter,minimax/minimax-m1,MiniMax: MiniMax M1,1000000,0.0000004,0.0000022,1750200414,"MiniMax-M1 is a large-scale, open-weight reasoning model designed for extended context and high-effi"
OpenRouter,google/gemini-2.5-flash,Google: Gemini 2.5 Flash,1048576,0.0000003,0.0000025,1750172488,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced re"
OpenRouter,google/gemini-2.5-pro,Google: Gemini 2.5 Pro,1048576,0.00000125,0.00001,1750169544,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathem"
OpenRouter,moonshotai/kimi-dev-72b,MoonshotAI: Kimi Dev 72B,131072,0.00000029,0.00000115,1750115909,Kimi-Dev-72B is an open-source large language model fine-tuned for software engineering and issue re
OpenRouter,openai/o3-pro,OpenAI: o3 Pro,200000,0.00002,0.00008,1749598352,The o-series of models are trained with reinforcement learning to think before they answer and perfo
OpenRouter,x-ai/grok-3-mini,xAI: Grok 3 Mini,131072,0.0000003,0.0000005,1749583245,"A lightweight model that thinks before responding. Fast, smart, and great for logic-based tasks that"
OpenRouter,x-ai/grok-3,xAI: Grok 3,131072,0.000003,0.000015,1749582908,Grok 3 is the latest model from xAI. It's their flagship model that excels at enterprise use cases l
OpenRouter,mistralai/magistral-small-2506,Mistral: Magistral Small 2506,40000,0.0000005,0.0000015,1749569561,"Magistral Small is a 24B parameter instruction-tuned model based on Mistral-Small-3.1 (2503), enhanc"
OpenRouter,mistralai/magistral-medium-2506:thinking,Mistral: Magistral Medium 2506 (thinking),40960,0.000002,0.000005,1749354054,Magistral is Mistral's first reasoning model. It is ideal for general purpose use requiring longer t
OpenRouter,mistralai/magistral-medium-2506,Mistral: Magistral Medium 2506,40960,0.000002,0.000005,1749354054,Magistral is Mistral's first reasoning model. It is ideal for general purpose use requiring longer t
OpenRouter,google/gemini-2.5-pro-preview,Google: Gemini 2.5 Pro Preview 06-05,1048576,0.00000125,0.00001,1749137257,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathem"
OpenRouter,deepseek/deepseek-r1-0528-qwen3-8b,DeepSeek: DeepSeek R1 0528 Qwen3 8B,32768,0.00000002,0.0000001,1748538543,DeepSeek-R1-0528 is a lightly upgraded release of DeepSeek R1 that taps more compute and smarter pos
OpenRouter,deepseek/deepseek-r1-0528,DeepSeek: R1 0528,163840,0.0000002,0.0000045,1748455170,May 28th update to the [original DeepSeek R1](/deepseek/deepseek-r1) Performance on par with [OpenAI
OpenRouter,anthropic/claude-opus-4,Anthropic: Claude Opus 4,200000,0.000015,0.000075,1747931245,"Claude Opus 4 is benchmarked as the world’s best coding model, at time of release, bringing sustaine"
OpenRouter,anthropic/claude-sonnet-4,Anthropic: Claude Sonnet 4,1000000,0.000003,0.000015,1747930371,"Claude Sonnet 4 significantly enhances the capabilities of its predecessor, Sonnet 3.7, excelling in"
OpenRouter,mistralai/devstral-small-2505,Mistral: Devstral Small 2505,128000,0.00000006,0.00000012,1747837379,"Devstral-Small-2505 is a 24B parameter agentic LLM fine-tuned from Mistral-Small-3.1, jointly develo"
OpenRouter,google/gemma-3n-e4b-it:free,Google: Gemma 3n 4B (free),8192,0,0,1747776824,"Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices, such as pho"
OpenRouter,google/gemma-3n-e4b-it,Google: Gemma 3n 4B,32768,0.00000002,0.00000004,1747776824,"Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices, such as pho"
OpenRouter,openai/codex-mini,OpenAI: Codex Mini,200000,0.0000015,0.000006,1747409761,codex-mini-latest is a fine-tuned version of o4-mini specifically for use in Codex CLI. For direct u
OpenRouter,nousresearch/deephermes-3-mistral-24b-preview,Nous: DeepHermes 3 Mistral 24B Preview,32768,0.00000005,0.0000002,1746830904,DeepHermes 3 (Mistral 24B Preview) is an instruction-tuned language model by Nous Research based on 
OpenRouter,mistralai/mistral-medium-3,Mistral: Mistral Medium 3,131072,0.0000004,0.000002,1746627341,Mistral Medium 3 is a high-performance enterprise-grade language model designed to deliver frontier-
OpenRouter,google/gemini-2.5-pro-preview-05-06,Google: Gemini 2.5 Pro Preview 05-06,1048576,0.00000125,0.00001,1746578513,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathem"
OpenRouter,arcee-ai/spotlight,Arcee AI: Spotlight,131072,0.00000018,0.00000018,1746481552,Spotlight is a 7‑billion‑parameter vision‑language model derived from Qwen 2.5‑VL and fine‑tuned by 
OpenRouter,arcee-ai/maestro-reasoning,Arcee AI: Maestro Reasoning,131072,0.0000009,0.0000033,1746481269,Maestro Reasoning is Arcee's flagship analysis model: a 32 B‑parameter derivative of Qwen 2.5‑32 B t
OpenRouter,arcee-ai/virtuoso-large,Arcee AI: Virtuoso Large,131072,0.00000075,0.0000012,1746478885,"Virtuoso‑Large is Arcee's top‑tier general‑purpose LLM at 72 B parameters, tuned to tackle cross‑dom"
OpenRouter,arcee-ai/coder-large,Arcee AI: Coder Large,32768,0.0000005,0.0000008,1746478663,Coder‑Large is a 32 B‑parameter offspring of Qwen 2.5‑Instruct that has been further trained on perm
OpenRouter,microsoft/phi-4-reasoning-plus,Microsoft: Phi 4 Reasoning Plus,32768,0.00000007,0.00000035,1746130961,"Phi-4-reasoning-plus is an enhanced 14B parameter model from Microsoft, fine-tuned from Phi-4 with a"
OpenRouter,inception/mercury-coder,Inception: Mercury Coder,128000,0.00000025,0.000001,1746033880,Mercury Coder is the first diffusion large language model (dLLM). Applying a breakthrough discrete d
OpenRouter,qwen/qwen3-4b:free,Qwen: Qwen3 4B (free),40960,0,0,1746031104,"Qwen3-4B is a 4 billion parameter dense language model from the Qwen3 series, designed to support bo"
OpenRouter,deepseek/deepseek-prover-v2,DeepSeek: DeepSeek Prover V2,163840,0.0000005,0.00000218,1746013094,"DeepSeek Prover V2 is a 671B parameter model, speculated to be geared towards logic and mathematics."
OpenRouter,meta-llama/llama-guard-4-12b,Meta: Llama Guard 4 12B,163840,0.00000018,0.00000018,1745975193,"Llama Guard 4 is a Llama 4 Scout-derived multimodal pretrained model, fine-tuned for content safety "
OpenRouter,qwen/qwen3-30b-a3b,Qwen: Qwen3 30B A3B,40960,0.00000006,0.00000022,1745878604,"Qwen3, the latest generation in the Qwen large language model series, features both dense and mixtur"
OpenRouter,qwen/qwen3-8b,Qwen: Qwen3 8B,128000,0.000000028,0.0000001104,1745876632,"Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series, designed for both re"
OpenRouter,qwen/qwen3-14b,Qwen: Qwen3 14B,40960,0.00000005,0.00000022,1745876478,"Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series, designed for both "
OpenRouter,qwen/qwen3-32b,Qwen: Qwen3 32B,40960,0.00000008,0.00000024,1745875945,"Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series, optimized for both"
OpenRouter,qwen/qwen3-235b-a22b:free,Qwen: Qwen3 235B A22B (free),131072,0,0,1745875757,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B"
OpenRouter,qwen/qwen3-235b-a22b,Qwen: Qwen3 235B A22B,40960,0.00000018,0.00000054,1745875757,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B"
OpenRouter,tngtech/deepseek-r1t-chimera:free,TNG: DeepSeek R1T Chimera (free),163840,0,0,1745760875,"DeepSeek-R1T-Chimera is created by merging DeepSeek-R1 and DeepSeek-V3 (0324), combining the reasoni"
OpenRouter,tngtech/deepseek-r1t-chimera,TNG: DeepSeek R1T Chimera,163840,0.0000003,0.0000012,1745760875,"DeepSeek-R1T-Chimera is created by merging DeepSeek-R1 and DeepSeek-V3 (0324), combining the reasoni"
OpenRouter,microsoft/mai-ds-r1,Microsoft: MAI DS R1,163840,0.0000003,0.0000012,1745194100,MAI-DS-R1 is a post-trained variant of DeepSeek-R1 developed by the Microsoft AI team to improve the
OpenRouter,openai/o4-mini-high,OpenAI: o4 Mini High,200000,0.0000011,0.0000044,1744824212,OpenAI o4-mini-high is the same model as [o4-mini](/openai/o4-mini) with reasoning_effort set to hig
OpenRouter,openai/o3,OpenAI: o3,200000,0.000002,0.000008,1744823457,"o3 is a well-rounded and powerful model across domains. It sets a new standard for math, science, co"
OpenRouter,openai/o4-mini,OpenAI: o4 Mini,200000,0.0000011,0.0000044,1744820942,"OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient perf"
OpenRouter,qwen/qwen2.5-coder-7b-instruct,Qwen: Qwen2.5 Coder 7B Instruct,32768,0.00000003,0.00000009,1744734887,Qwen2.5-Coder-7B-Instruct is a 7B parameter instruction-tuned language model optimized for code-rela
OpenRouter,openai/gpt-4.1,OpenAI: GPT-4.1,1047576,0.000002,0.000008,1744651385,"GPT-4.1 is a flagship large language model optimized for advanced instruction following, real-world "
OpenRouter,openai/gpt-4.1-mini,OpenAI: GPT-4.1 Mini,1047576,0.0000004,0.0000016,1744651381,GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lo
OpenRouter,openai/gpt-4.1-nano,OpenAI: GPT-4.1 Nano,1047576,0.0000001,0.0000004,1744651369,"For tasks that demand low latency, GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 ser"
OpenRouter,eleutherai/llemma_7b,EleutherAI: Llemma 7b,4096,0.0000008,0.0000012,1744643225,"Llemma 7B is a language model for mathematics. It was initialized with Code Llama 7B weights, and tr"
OpenRouter,alfredpros/codellama-7b-instruct-solidity,AlfredPros: CodeLLaMa 7B Instruct Solidity,4096,0.0000008,0.0000012,1744641874,A finetuned 7 billion parameters Code LLaMA - Instruct model to generate Solidity smart contract usi
OpenRouter,arliai/qwq-32b-arliai-rpr-v1,ArliAI: QwQ 32B RpR v1,32768,0.00000003,0.00000011,1744555982,QwQ-32B-ArliAI-RpR-v1 is a 32B parameter model fine-tuned from Qwen/QwQ-32B using a curated creative
OpenRouter,x-ai/grok-3-mini-beta,xAI: Grok 3 Mini Beta,131072,0.0000003,0.0000005,1744240195,"Grok 3 Mini is a lightweight, smaller thinking model. Unlike traditional models that generate answer"
OpenRouter,x-ai/grok-3-beta,xAI: Grok 3 Beta,131072,0.000003,0.000015,1744240068,Grok 3 is the latest model from xAI. It's their flagship model that excels at enterprise use cases l
OpenRouter,nvidia/llama-3.1-nemotron-ultra-253b-v1,NVIDIA: Llama 3.1 Nemotron Ultra 253B v1,131072,0.0000006,0.0000018,1744115059,"Llama-3.1-Nemotron-Ultra-253B-v1 is a large language model (LLM) optimized for advanced reasoning, h"
OpenRouter,meta-llama/llama-4-maverick,Meta: Llama 4 Maverick,1048576,0.000000136,0.00000068,1743881822,"Llama 4 Maverick 17B Instruct (128E) is a high-capacity multimodal language model from Meta, built o"
OpenRouter,meta-llama/llama-4-scout,Meta: Llama 4 Scout,327680,0.00000008,0.0000003,1743881519,"Llama 4 Scout 17B Instruct (16E) is a mixture-of-experts (MoE) language model developed by Meta, act"
OpenRouter,qwen/qwen2.5-vl-32b-instruct,Qwen: Qwen2.5 VL 32B Instruct,16384,0.00000005,0.00000022,1742839838,Qwen2.5-VL-32B is a multimodal vision-language model fine-tuned through reinforcement learning for e
OpenRouter,deepseek/deepseek-chat-v3-0324,DeepSeek: DeepSeek V3 0324,163840,0.0000002,0.00000088,1742824755,"DeepSeek V3, a 685B-parameter, mixture-of-experts model, is the latest iteration of the flagship cha"
OpenRouter,openai/o1-pro,OpenAI: o1-pro,200000,0.00015,0.0006,1742423211,The o1 series of models are trained with reinforcement learning to think before they answer and perf
OpenRouter,mistralai/mistral-small-3.1-24b-instruct:free,Mistral: Mistral Small 3.1 24B (free),128000,0,0,1742238937,"Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501), featuring 24 billio"
OpenRouter,mistralai/mistral-small-3.1-24b-instruct,Mistral: Mistral Small 3.1 24B,131072,0.00000003,0.00000011,1742238937,"Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501), featuring 24 billio"
OpenRouter,allenai/olmo-2-0325-32b-instruct,AllenAI: Olmo 2 32B Instruct,128000,0.00000005,0.0000002,1741988556,OLMo-2 32B Instruct is a supervised instruction-finetuned variant of the OLMo-2 32B March 2025 base 
OpenRouter,google/gemma-3-4b-it:free,Google: Gemma 3 4B (free),32768,0,0,1741905510,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,google/gemma-3-4b-it,Google: Gemma 3 4B,96000,0.00000001703012,0.0000000681536,1741905510,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,google/gemma-3-12b-it:free,Google: Gemma 3 12B (free),32768,0,0,1741902625,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,google/gemma-3-12b-it,Google: Gemma 3 12B,131072,0.00000003,0.0000001,1741902625,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,cohere/command-a,Cohere: Command A,256000,0.0000025,0.00001,1741894342,Command A is an open-weights 111B parameter model with a 256k context window focused on delivering g
OpenRouter,openai/gpt-4o-mini-search-preview,OpenAI: GPT-4o-mini Search Preview,128000,0.00000015,0.0000006,1741818122,GPT-4o mini Search Preview is a specialized model for web search in Chat Completions. It is trained 
OpenRouter,openai/gpt-4o-search-preview,OpenAI: GPT-4o Search Preview,128000,0.0000025,0.00001,1741817949,GPT-4o Search Previewis a specialized model for web search in Chat Completions. It is trained to und
OpenRouter,google/gemma-3-27b-it:free,Google: Gemma 3 27B (free),131072,0,0,1741756359,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,google/gemma-3-27b-it,Google: Gemma 3 27B,131072,0.00000007,0.0000005,1741756359,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles cont"
OpenRouter,thedrummer/skyfall-36b-v2,TheDrummer: Skyfall 36B V2,32768,0.0000005,0.0000008,1741636566,"Skyfall 36B v2 is an enhanced iteration of Mistral Small 2501, specifically fine-tuned for improved "
OpenRouter,microsoft/phi-4-multimodal-instruct,Microsoft: Phi 4 Multimodal Instruct,131072,0.00000005,0.0000001,1741396284,Phi-4 Multimodal Instruct is a versatile 5.6B parameter foundation model that combines advanced reas
OpenRouter,perplexity/sonar-reasoning-pro,Perplexity: Sonar Reasoning Pro,128000,0.000002,0.000008,1741313308,Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexi
OpenRouter,perplexity/sonar-pro,Perplexity: Sonar Pro,200000,0.000003,0.000015,1741312423,Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexi
OpenRouter,perplexity/sonar-deep-research,Perplexity: Sonar Deep Research,128000,0.000002,0.000008,1741311246,"Sonar Deep Research is a research-focused model designed for multi-step retrieval, synthesis, and re"
OpenRouter,qwen/qwq-32b,Qwen: QwQ 32B,32768,0.00000015,0.0000004,1741208814,"QwQ is the reasoning model of the Qwen series. Compared with conventional instruction-tuned models, "
OpenRouter,google/gemini-2.0-flash-lite-001,Google: Gemini 2.0 Flash Lite,1048576,0.000000075,0.0000003,1740506212,Gemini 2.0 Flash Lite offers a significantly faster time to first token (TTFT) compared to [Gemini F
OpenRouter,anthropic/claude-3.7-sonnet:thinking,Anthropic: Claude 3.7 Sonnet (thinking),200000,0.000003,0.000015,1740422110,"Claude 3.7 Sonnet is an advanced large language model with improved reasoning, coding, and problem-s"
OpenRouter,anthropic/claude-3.7-sonnet,Anthropic: Claude 3.7 Sonnet,200000,0.000003,0.000015,1740422110,"Claude 3.7 Sonnet is an advanced large language model with improved reasoning, coding, and problem-s"
OpenRouter,mistralai/mistral-saba,Mistral: Saba,32768,0.0000002,0.0000006,1739803239,Mistral Saba is a 24B-parameter language model specifically designed for the Middle East and South A
OpenRouter,meta-llama/llama-guard-3-8b,Llama Guard 3 8B,131072,0.00000002,0.00000006,1739401318,"Llama Guard 3 is a Llama-3.1-8B pretrained model, fine-tuned for content safety classification. Simi"
OpenRouter,openai/o3-mini-high,OpenAI: o3 Mini High,200000,0.0000011,0.0000044,1739372611,OpenAI o3-mini-high is the same model as [o3-mini](/openai/o3-mini) with reasoning_effort set to hig
OpenRouter,google/gemini-2.0-flash-001,Google: Gemini 2.0 Flash,1048576,0.0000001,0.0000004,1738769413,Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 
OpenRouter,qwen/qwen-vl-plus,Qwen: Qwen VL Plus,7500,0.00000021,0.00000063,1738731255,Qwen's Enhanced Large Visual Language Model. Significantly upgraded for detailed recognition capabil
OpenRouter,aion-labs/aion-1.0,AionLabs: Aion-1.0,131072,0.000004,0.000008,1738697557,"Aion-1.0 is a multi-model system designed for high performance across various tasks, including reaso"
OpenRouter,aion-labs/aion-1.0-mini,AionLabs: Aion-1.0-Mini,131072,0.0000007,0.0000014,1738697107,"Aion-1.0-Mini 32B parameter model is a distilled version of the DeepSeek-R1 model, designed for stro"
OpenRouter,aion-labs/aion-rp-llama-3.1-8b,AionLabs: Aion-RP 1.0 (8B),32768,0.0000002,0.0000002,1738696718,Aion-RP-Llama-3.1-8B ranks the highest in the character evaluation portion of the RPBench-Auto bench
OpenRouter,qwen/qwen-vl-max,Qwen: Qwen VL Max,131072,0.0000008,0.0000032,1738434304,Qwen VL Max is a visual understanding model with 7500 tokens context length. It excels in delivering
OpenRouter,qwen/qwen-turbo,Qwen: Qwen-Turbo,1000000,0.00000005,0.0000002,1738410974,"Qwen-Turbo, based on Qwen2.5, is a 1M context model that provides fast speed and low cost, suitable "
OpenRouter,qwen/qwen2.5-vl-72b-instruct,Qwen: Qwen2.5 VL 72B Instruct,32768,0.00000003,0.00000013,1738410311,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It"
OpenRouter,qwen/qwen-plus,Qwen: Qwen-Plus,131072,0.0000004,0.0000012,1738409840,"Qwen-Plus, based on the Qwen2.5 foundation model, is a 131K context model with a balanced performanc"
OpenRouter,qwen/qwen-max,Qwen: Qwen-Max ,32768,0.0000016,0.0000064,1738402289,"Qwen-Max, based on Qwen2.5, provides the best inference performance among [Qwen models](/qwen), espe"
OpenRouter,openai/o3-mini,OpenAI: o3 Mini,200000,0.0000011,0.0000044,1738351721,"OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly e"
OpenRouter,mistralai/mistral-small-24b-instruct-2501,Mistral: Mistral Small 3,32768,0.00000005,0.00000008,1738255409,Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across commo
OpenRouter,deepseek/deepseek-r1-distill-qwen-32b,DeepSeek: R1 Distill Qwen 32B,64000,0.00000024,0.00000024,1738194830,DeepSeek R1 Distill Qwen 32B is a distilled large language model based on [Qwen 2.5 32B](https://hug
OpenRouter,deepseek/deepseek-r1-distill-qwen-14b,DeepSeek: R1 Distill Qwen 14B,32768,0.00000012,0.00000012,1738193940,DeepSeek R1 Distill Qwen 14B is a distilled large language model based on [Qwen 2.5 14B](https://hug
OpenRouter,perplexity/sonar-reasoning,Perplexity: Sonar Reasoning,127000,0.000001,0.000005,1738131107,Sonar Reasoning is a reasoning model provided by Perplexity based on [DeepSeek R1](/deepseek/deepsee
OpenRouter,perplexity/sonar,Perplexity: Sonar,127072,0.000001,0.000001,1738013808,"Sonar is lightweight, affordable, fast, and simple to use — now featuring citations and the ability "
OpenRouter,deepseek/deepseek-r1-distill-llama-70b,DeepSeek: R1 Distill Llama 70B,131072,0.00000003,0.00000013,1737663169,DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](
OpenRouter,deepseek/deepseek-r1,DeepSeek: R1,163840,0.0000003,0.0000012,1737381095,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with full"
OpenRouter,minimax/minimax-01,MiniMax: MiniMax-01,1000192,0.0000002,0.0000011,1736915462,MiniMax-01 is a combines MiniMax-Text-01 for text generation and MiniMax-VL-01 for image understandi
OpenRouter,mistralai/codestral-2501,Mistral: Codestral 2501,256000,0.0000003,0.0000009,1736895522,[Mistral](/mistralai)'s cutting-edge language model for coding. Codestral specializes in low-latency
OpenRouter,microsoft/phi-4,Microsoft: Phi 4,16384,0.00000006,0.00000014,1736489872,[Microsoft Research](/microsoft) Phi-4 is designed to perform well in complex reasoning tasks and ca
OpenRouter,sao10k/l3.1-70b-hanami-x1,Sao10K: Llama 3.1 70B Hanami x1,16000,0.000003,0.000003,1736302854,This is [Sao10K](/sao10k)'s experiment over [Euryale v2.2](/sao10k/l3.1-euryale-70b).
OpenRouter,deepseek/deepseek-chat,DeepSeek: DeepSeek V3,163840,0.0000003,0.0000012,1735241320,"DeepSeek-V3 is the latest model from the DeepSeek team, building upon the instruction following and "
OpenRouter,sao10k/l3.3-euryale-70b,Sao10K: Llama 3.3 Euryale 70B,131072,0.00000065,0.00000075,1734535928,Euryale L3.3 70B is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It
OpenRouter,openai/o1,OpenAI: o1,200000,0.000015,0.00006,1734459999,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before"
OpenRouter,cohere/command-r7b-12-2024,Cohere: Command R7B (12-2024),128000,0.0000000375,0.00000015,1734158152,"Command R7B (12-2024) is a small, fast update of the Command R+ model, delivered in December 2024. I"
OpenRouter,google/gemini-2.0-flash-exp:free,Google: Gemini 2.0 Flash Experimental (free),1048576,0,0,1733937523,Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 
OpenRouter,meta-llama/llama-3.3-70b-instruct:free,Meta: Llama 3.3 70B Instruct (free),131072,0,0,1733506137,The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned gen
OpenRouter,meta-llama/llama-3.3-70b-instruct,Meta: Llama 3.3 70B Instruct,131072,0.000000108,0.00000032,1733506137,The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned gen
OpenRouter,amazon/nova-lite-v1,Amazon: Nova Lite 1.0,300000,0.00000006,0.00000024,1733437363,Amazon Nova Lite 1.0 is a very low-cost multimodal model from Amazon that focused on fast processing
OpenRouter,amazon/nova-micro-v1,Amazon: Nova Micro 1.0,128000,0.000000035,0.00000014,1733437237,Amazon Nova Micro 1.0 is a text-only model that delivers the lowest latency responses in the Amazon 
OpenRouter,amazon/nova-pro-v1,Amazon: Nova Pro 1.0,300000,0.0000008,0.0000032,1733436303,Amazon Nova Pro 1.0 is a capable multimodal model from Amazon focused on providing a combination of 
OpenRouter,openai/gpt-4o-2024-11-20,OpenAI: GPT-4o (2024-11-20),128000,0.0000025,0.00001,1732127594,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, eng"
OpenRouter,mistralai/mistral-large-2411,Mistral Large 2411,131072,0.000002,0.000006,1731978685,Mistral Large 2 2411 is an update of [Mistral Large 2](/mistralai/mistral-large) released together w
OpenRouter,mistralai/mistral-large-2407,Mistral Large 2407,131072,0.000002,0.000006,1731978415,"This is Mistral AI's flagship model, Mistral Large 2 (version mistral-large-2407). It's a proprietar"
OpenRouter,mistralai/pixtral-large-2411,Mistral: Pixtral Large 2411,131072,0.000002,0.000006,1731977388,"Pixtral Large is a 124B parameter, open-weight, multimodal model built on top of [Mistral Large 2](/"
OpenRouter,qwen/qwen-2.5-coder-32b-instruct,Qwen2.5 Coder 32B Instruct,32768,0.00000003,0.00000011,1731368400,Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as Co
OpenRouter,raifle/sorcererlm-8x22b,SorcererLM 8x22B,16000,0.0000045,0.0000045,1731105083,"SorcererLM is an advanced RP and storytelling model, built as a Low-rank 16-bit LoRA fine-tuned on ["
OpenRouter,thedrummer/unslopnemo-12b,TheDrummer: UnslopNemo 12B,32768,0.0000004,0.0000004,1731103448,"UnslopNemo v4.1 is the latest addition from the creator of Rocinante, designed for adventure writing"
OpenRouter,anthropic/claude-3.5-haiku-20241022,Anthropic: Claude 3.5 Haiku (2024-10-22),200000,0.0000008,0.000004,1730678400,"Claude 3.5 Haiku features enhancements across all skill sets including coding, tool use, and reasoni"
OpenRouter,anthropic/claude-3.5-haiku,Anthropic: Claude 3.5 Haiku,200000,0.0000008,0.000004,1730678400,"Claude 3.5 Haiku features offers enhanced capabilities in speed, coding accuracy, and tool use. Engi"
OpenRouter,anthropic/claude-3.5-sonnet,Anthropic: Claude 3.5 Sonnet,200000,0.000006,0.00003,1729555200,"New Claude 3.5 Sonnet delivers better-than-Opus capabilities, faster-than-Sonnet speeds, at the same"
OpenRouter,anthracite-org/magnum-v4-72b,Magnum v4 72B,16384,0.000003,0.000005,1729555200,"This is a series of models designed to replicate the prose quality of the Claude 3 models, specifica"
OpenRouter,mistralai/ministral-8b,Mistral: Ministral 8B,131072,0.0000001,0.0000001,1729123200,Ministral 8B is an 8B parameter model featuring a unique interleaved sliding-window attention patter
OpenRouter,mistralai/ministral-3b,Mistral: Ministral 3B,131072,0.00000004,0.00000004,1729123200,Ministral 3B is a 3B parameter model optimized for on-device and edge computing. It excels in knowle
OpenRouter,qwen/qwen-2.5-7b-instruct,Qwen: Qwen2.5 7B Instruct,32768,0.00000004,0.0000001,1729036800,Qwen2.5 7B is the latest series of Qwen large language models. Qwen2.5 brings the following improvem
OpenRouter,nvidia/llama-3.1-nemotron-70b-instruct,NVIDIA: Llama 3.1 Nemotron 70B Instruct,131072,0.0000012,0.0000012,1728950400,NVIDIA's Llama 3.1 Nemotron 70B is a language model designed for generating precise and useful respo
OpenRouter,inflection/inflection-3-pi,Inflection: Inflection 3 Pi,8000,0.0000025,0.00001,1728604800,"Inflection 3 Pi powers Inflection's [Pi](https://pi.ai) chatbot, including backstory, emotional inte"
OpenRouter,inflection/inflection-3-productivity,Inflection: Inflection 3 Productivity,8000,0.0000025,0.00001,1728604800,Inflection 3 Productivity is optimized for following instructions. It is better for tasks requiring 
OpenRouter,thedrummer/rocinante-12b,TheDrummer: Rocinante 12B,32768,0.00000017,0.00000043,1727654400,"Rocinante 12B is designed for engaging storytelling and rich prose.

Early testers have reported:
- "
OpenRouter,meta-llama/llama-3.2-3b-instruct:free,Meta: Llama 3.2 3B Instruct (free),131072,0,0,1727222400,"Llama 3.2 3B is a 3-billion-parameter multilingual large language model, optimized for advanced natu"
